userPrincipalName,displayName,department,jobTitle,jobFamily,city,country,costCenter,manager,businessUnit,companyName
balthazarunderhill@example.com,"Underhill, Balthazar B",IT Service Desk,Desktop Admin,Engineering & IT,"Phoenix, AZ",US,CC-ITSD-5368,it.mgr01@example.com,Technology,Contoso Ltd
ferdinandcarmichael@example.com,"Carmichael, Ferdinand E",IT Service Desk,Desktop Admin,Engineering & IT,Manila,PH,CC-ITSD-8003,it.mgr01@example.com,Technology,Contoso Ltd
wendelinezabrowski@example.com,"Zabrowski, Wendeline G",Actuarial & Underwriting,Pricing Analyst,Finance & Actuarial,"Nashville, TN",US,CC-ACTR-9631,actuarial.mgr03@example.com,Insurance Operations,Contoso Ltd
evangelinefairweather@example.com,"Fairweather, Evangeline S",Clinical Operations,RN Care Manager,Clinical & Care,"Hartford, CT",US,CC-CLIN-6351,clinical.mgr03@example.com,Health Services,Contoso Ltd
seraphinasatterthwaite@example.com,"Satterthwaite, Seraphina T",Member Services,Quality Analyst,Member & Customer Support,Hyderabad,IN,CC-MBRS-3434,member.mgr01@example.com,Health Services,Contoso Ltd
torstenquartermaine@example.com,"Quartermaine, Torsten M",Network Management,Network Analyst,Data & Analytics,"Phoenix, AZ",US,CC-NTWK-9430,network.mgr02@example.com,Health Services,Contoso Ltd
emmerichmarchetti@example.com,"Marchetti, Emmerich J",Member Services,Escalations Lead,Member & Customer Support,"Hartford, CT",US,CC-MBRS-1678,member.mgr01@example.com,Health Services,Contoso Ltd
antigoneuxbridge@example.com,"Uxbridge, Antigone M",Finance,Accountant,Finance & Actuarial,"Nashville, TN",US,CC-FINX-3369,finance.mgr02@example.com,Corporate Functions,Contoso Ltd
leopoldulverston@example.com,"Ulverston, Leopold H",Member Services,Quality Analyst,Member & Customer Support,"Atlanta, GA",US,CC-MBRS-1678,member.mgr03@example.com,Health Services,Contoso Ltd
fennimorecarmichael@example.com,"Carmichael, Fennimore D",Data & Analytics,BI Engineer,Data & Analytics,Bengaluru,IN,CC-DATA-2363,data.mgr01@example.com,Technology,Contoso Ltd
wendelinesinclair@example.com,"Sinclair, Wendeline M",Member Services,CSR,Member & Customer Support,"Atlanta, GA",US,CC-MBRS-1678,member.mgr01@example.com,Health Services,Contoso Ltd
beatrixquartermaine@example.com,"Quartermaine, Beatrix K",Member Services,CSR,Member & Customer Support,Bengaluru,IN,CC-MBRS-3434,member.mgr03@example.com,Health Services,Contoso Ltd
marisolezabrowski@example.com,"Zabrowski, Marisole W",Network Management,Contract Negotiator,Sales & Accounts,"Hartford, CT",US,CC-NTWK-9430,network.mgr01@example.com,Health Services,Contoso Ltd
nikolailocksley@example.com,"Locksley, Nikolai A",Clinical Operations,Care Coordinator,Clinical & Care,"Hartford, CT",US,CC-CLIN-6351,clinical.mgr02@example.com,Health Services,Contoso Ltd
beatrixcholmondeley@example.com,"Cholmondeley, Beatrix J",Clinical Operations,Clinical Analyst,Clinical & Care,"Phoenix, AZ",US,CC-CLIN-6351,clinical.mgr01@example.com,Health Services,Contoso Ltd
corneliusedgecombe@example.com,"Edgecombe, Cornelius B",Network Management,Contract Negotiator,Sales & Accounts,"Nashville, TN",US,CC-NTWK-9430,network.mgr03@example.com,Health Services,Contoso Ltd
dashiellprendergast@example.com,"Prendergast, Dashiell S",IT Service Desk,Tier 1 Tech,Engineering & IT,Manila,PH,CC-ITSD-8003,it.mgr01@example.com,Technology,Contoso Ltd
reginaldainsworth@example.com,"Ainsworth, Reginald E",Clinical Operations,Clinical Analyst,Clinical & Care,"Phoenix, AZ",US,CC-CLIN-6351,clinical.mgr02@example.com,Health Services,Contoso Ltd
barnabyyardley@example.com,"Yardley, Barnaby H",Claims Processing,Claims Examiner,Claims & Operations,Bengaluru,IN,CC-CLMS-5672,claims.mgr01@example.com,Insurance Operations,Contoso Ltd
wilhelminaduckworth@example.com,"Duckworth, Wilhelmina T",Clinical Operations,Clinical Analyst,Clinical & Care,"Minnetonka, MN",US,CC-CLIN-6351,clinical.mgr03@example.com,Health Services,Contoso Ltd
isoldequigley@example.com,"Quigley, Isolde M",Clinical Operations,Care Coordinator,Clinical & Care,"Minnetonka, MN",US,CC-CLIN-6351,clinical.mgr01@example.com,Health Services,Contoso Ltd
montgomerycarmichael@example.com,"Carmichael, Montgomery B",Member Services,Escalations Lead,Member & Customer Support,Manila,PH,CC-MBRS-8205,member.mgr03@example.com,Health Services,Contoso Ltd
persephonedarlington@example.com,"Darlington, Persephone D",Engineering,SRE,Engineering & IT,Dublin,IE,CC-ENGR-9674,engineering.mgr03@example.com,Technology,Contoso Ltd
veritywollstonecraft@example.com,"Wollstonecraft, Verity J",Finance,Accountant,Finance & Actuarial,"Phoenix, AZ",US,CC-FINX-3369,finance.mgr02@example.com,Corporate Functions,Contoso Ltd
hesperainsworth@example.com,"Ainsworth, Hesper S",Legal & Compliance,Compliance Analyst,Corporate (HR/Legal/Mktg),"Phoenix, AZ",US,CC-LEGL-2668,legal.mgr02@example.com,Corporate Functions,Contoso Ltd
wilhelmollivander@example.com,"Ollivander, Wilhelm K",Claims Processing,Recovery Specialist,Claims & Operations,"Nashville, TN",US,CC-CLMS-8440,claims.mgr01@example.com,Insurance Operations,Contoso Ltd
lysanderunderhill@example.com,"Underhill, Lysander P",Member Services,CSR,Member & Customer Support,"Minnetonka, MN",US,CC-MBRS-1678,member.mgr02@example.com,Health Services,Contoso Ltd
fennimorenightingale@example.com,"Nightingale, Fennimore G",Network Management,Provider Relations,Member & Customer Support,"Hartford, CT",US,CC-NTWK-9430,network.mgr02@example.com,Health Services,Contoso Ltd
montgomeryzabrowski@example.com,"Zabrowski, Montgomery F",Engineering,Eng Manager,Management & Leadership,Bengaluru,IN,CC-ENGR-3318,engineering.mgr03@example.com,Technology,Contoso Ltd
horatiodunmore@example.com,"Dunmore, Horatio P",Product Management,PM,Product & Program,"Atlanta, GA",US,CC-PROD-5415,product.mgr03@example.com,Technology,Contoso Ltd
wilhelmmarchetti@example.com,"Marchetti, Wilhelm J",Government Programs,Policy Analyst,Claims & Operations,"Minnetonka, MN",US,CC-GOVT-6906,government.mgr02@example.com,Insurance Operations,Contoso Ltd
zinniamarchetti@example.com,"Marchetti, Zinnia E",Data & Analytics,Data Analyst,Data & Analytics,"Nashville, TN",US,CC-DATA-9141,data.mgr01@example.com,Technology,Contoso Ltd
antigoneravenscroft@example.com,"Ravenscroft, Antigone T",Finance,Financial Analyst,Finance & Actuarial,"Phoenix, AZ",US,CC-FINX-3369,finance.mgr01@example.com,Corporate Functions,Contoso Ltd
antheaduckworth@example.com,"Duckworth, Anthea J",Member Services,CSR,Member & Customer Support,"Atlanta, GA",US,CC-MBRS-1678,member.mgr01@example.com,Health Services,Contoso Ltd
fennimoreollivander@example.com,"Ollivander, Fennimore P",Member Services,Quality Analyst,Member & Customer Support,"Minnetonka, MN",US,CC-MBRS-1678,member.mgr03@example.com,Health Services,Contoso Ltd
corneliuscarmichael@example.com,"Carmichael, Cornelius P",Actuarial & Underwriting,Actuary,Finance & Actuarial,"Hartford, CT",US,CC-ACTR-9631,actuarial.mgr03@example.com,Insurance Operations,Contoso Ltd
wendelinebletchley@example.com,"Bletchley, Wendeline H",Member Services,CSR,Member & Customer Support,"Atlanta, GA",US,CC-MBRS-1678,member.mgr01@example.com,Health Services,Contoso Ltd
reginaldzabrowski@example.com,"Zabrowski, Reginald A",Clinical Operations,RN Care Manager,Clinical & Care,"Hartford, CT",US,CC-CLIN-6351,clinical.mgr02@example.com,Health Services,Contoso Ltd
horatiohollingsworth2@example.com,"Hollingsworth, Horatio T",Network Management,Contract Negotiator,Sales & Accounts,"Atlanta, GA",US,CC-NTWK-9430,network.mgr02@example.com,Health Services,Contoso Ltd
bartholomewnightingale@example.com,"Nightingale, Bartholomew R",Clinical Operations,Care Coordinator,Clinical & Care,"Atlanta, GA",US,CC-CLIN-6351,clinical.mgr01@example.com,Health Services,Contoso Ltd
elowenhollingsworth@example.com,"Hollingsworth, Elowen K",Member Services,CSR,Member & Customer Support,Hyderabad,IN,CC-MBRS-3434,member.mgr01@example.com,Health Services,Contoso Ltd
wendelinetrelawney@example.com,"Trelawney, Wendeline M",Finance,Accountant,Finance & Actuarial,"Nashville, TN",US,CC-FINX-3369,finance.mgr02@example.com,Corporate Functions,Contoso Ltd
ottolinenethercott@example.com,"Nethercott, Ottoline L",IT Service Desk,Tier 1 Tech,Engineering & IT,Manila,PH,CC-ITSD-8003,it.mgr03@example.com,Technology,Contoso Ltd
endellionziegler@example.com,"Ziegler, Endellion N",Government Programs,Medicare Analyst,Claims & Operations,"Atlanta, GA",US,CC-GOVT-6906,government.mgr03@example.com,Insurance Operations,Contoso Ltd
nikolaihollingsworth@example.com,"Hollingsworth, Nikolai R",Data & Analytics,BI Engineer,Data & Analytics,"Hartford, CT",US,CC-DATA-9141,data.mgr03@example.com,Technology,Contoso Ltd
millicentwollstonecraft@example.com,"Wollstonecraft, Millicent N",Engineering,Software Engineer,Engineering & IT,"Atlanta, GA",US,CC-ENGR-9639,engineering.mgr02@example.com,Technology,Contoso Ltd
percymarchetti@example.com,"Marchetti, Percy S",Pharmacy Benefits,Formulary Specialist,Clinical & Care,Dublin,IE,CC-RXBM-7762,pharmacy.mgr03@example.com,Health Services,Contoso Ltd
ulyssahollingsworth@example.com,"Hollingsworth, Ulyssa J",Engineering,SRE,Engineering & IT,"Hartford, CT",US,CC-ENGR-9639,engineering.mgr03@example.com,Technology,Contoso Ltd
rosamundrutherford@example.com,"Rutherford, Rosamund J",Claims Processing,Claims Examiner,Claims & Operations,Manila,PH,CC-CLMS-9685,claims.mgr03@example.com,Insurance Operations,Contoso Ltd
percypembrooke@example.com,"Pembrooke, Percy E",Member Services,CSR,Member & Customer Support,"Phoenix, AZ",US,CC-MBRS-1678,member.mgr01@example.com,Health Services,Contoso Ltd
luciustrelawney@example.com,"Trelawney, Lucius C",IT Service Desk,Desktop Admin,Engineering & IT,"Hartford, CT",US,CC-ITSD-5368,it.mgr02@example.com,Technology,Contoso Ltd
seraphinakettering@example.com,"Kettering, Seraphina H",Clinical Operations,RN Care Manager,Clinical & Care,"Nashville, TN",US,CC-CLIN-6351,clinical.mgr03@example.com,Health Services,Contoso Ltd
calanthefairbanks2@example.com,"Fairbanks, Calanthe M",Pharmacy Benefits,Pharmacy Tech,Clinical & Care,"Hartford, CT",US,CC-RXBM-7797,pharmacy.mgr01@example.com,Health Services,Contoso Ltd
quillanmarchetti@example.com,"Marchetti, Quillan R",Member Services,CSR,Member & Customer Support,"Hartford, CT",US,CC-MBRS-1678,member.mgr02@example.com,Health Services,Contoso Ltd
zephyrinekettering@example.com,"Kettering, Zephyrine C",Clinical Operations,Care Coordinator,Clinical & Care,"Hartford, CT",US,CC-CLIN-6351,clinical.mgr03@example.com,Health Services,Contoso Ltd
verityduckworth@example.com,"Duckworth, Verity T",Claims Processing,Recovery Specialist,Claims & Operations,"Atlanta, GA",US,CC-CLMS-8440,claims.mgr01@example.com,Insurance Operations,Contoso Ltd
corneliusabernathy@example.com,"Abernathy, Cornelius J",Clinical Operations,Clinical Analyst,Clinical & Care,"Hartford, CT",US,CC-CLIN-6351,clinical.mgr02@example.com,Health Services,Contoso Ltd
thaddeusulverston@example.com,"Ulverston, Thaddeus D",Data & Analytics,Data Analyst,Data & Analytics,"Nashville, TN",US,CC-DATA-9141,data.mgr02@example.com,Technology,Contoso Ltd
marlowemarchetti@example.com,"Marchetti, Marlowe L",Pharmacy Benefits,Pharmacy Tech,Clinical & Care,"Atlanta, GA",US,CC-RXBM-7797,pharmacy.mgr01@example.com,Health Services,Contoso Ltd
ambrosetremaine@example.com,"Tremaine, Ambrose G",Pharmacy Benefits,Formulary Specialist,Clinical & Care,"Phoenix, AZ",US,CC-RXBM-7797,pharmacy.mgr01@example.com,Health Services,Contoso Ltd
emmerichwollstonecraft@example.com,"Wollstonecraft, Emmerich N",Human Resources,Recruiter,Corporate (HR/Legal/Mktg),"Minnetonka, MN",US,CC-HRXX-9770,human.mgr02@example.com,Corporate Functions,Contoso Ltd
evangelinebeaumont@example.com,"Beaumont, Evangeline L",Product Management,PM,Product & Program,"Atlanta, GA",US,CC-PROD-5415,product.mgr03@example.com,Technology,Contoso Ltd
dashielleverhart@example.com,"Everhart, Dashiell A",Clinical Operations,Clinical Analyst,Clinical & Care,"Hartford, CT",US,CC-CLIN-6351,clinical.mgr01@example.com,Health Services,Contoso Ltd
fennimorejankowski@example.com,"Jankowski, Fennimore P",Clinical Operations,Clinical Analyst,Clinical & Care,"Atlanta, GA",US,CC-CLIN-6351,clinical.mgr01@example.com,Health Services,Contoso Ltd
leopoldollivander@example.com,"Ollivander, Leopold D",Engineering,Platform Engineer,Engineering & IT,Bengaluru,IN,CC-ENGR-3318,engineering.mgr03@example.com,Technology,Contoso Ltd
wilhelmashworth@example.com,"Ashworth, Wilhelm W",Engineering,Platform Engineer,Engineering & IT,Dublin,IE,CC-ENGR-9674,engineering.mgr02@example.com,Technology,Contoso Ltd
rosalindsatterthwaite@example.com,"Satterthwaite, Rosalind C",Claims Processing,Claims Examiner,Claims & Operations,"Hartford, CT",US,CC-CLMS-8440,claims.mgr02@example.com,Insurance Operations,Contoso Ltd
ulyssamarchetti@example.com,"Marchetti, Ulyssa D",Claims Processing,Claims Auditor,Claims & Operations,Hyderabad,IN,CC-CLMS-5672,claims.mgr03@example.com,Insurance Operations,Contoso Ltd
peregrinerutherford@example.com,"Rutherford, Peregrine S",Network Management,Contract Negotiator,Sales & Accounts,"Nashville, TN",US,CC-NTWK-9430,network.mgr01@example.com,Health Services,Contoso Ltd
bartholomewyelverton@example.com,"Yelverton, Bartholomew B",Network Management,Contract Negotiator,Sales & Accounts,"Nashville, TN",US,CC-NTWK-9430,network.mgr03@example.com,Health Services,Contoso Ltd
ottiliethornbury@example.com,"Thornbury, Ottilie C",IT Service Desk,Tier 1 Tech,Engineering & IT,"Atlanta, GA",US,CC-ITSD-5368,it.mgr01@example.com,Technology,Contoso Ltd
antheawexford@example.com,"Wexford, Anthea L",Network Management,Contract Negotiator,Sales & Accounts,"Phoenix, AZ",US,CC-NTWK-9430,network.mgr03@example.com,Health Services,Contoso Ltd
bramwelloxenford@example.com,"Oxenford, Bramwell L",Member Services,Quality Analyst,Member & Customer Support,"Hartford, CT",US,CC-MBRS-1678,member.mgr03@example.com,Health Services,Contoso Ltd
ottolineharrington@example.com,"Harrington, Ottoline H",Clinical Operations,RN Care Manager,Clinical & Care,Hyderabad,IN,CC-CLIN-3800,clinical.mgr01@example.com,Health Services,Contoso Ltd
corwinquigley2@example.com,"Quigley, Corwin W",Human Resources,HRBP,Corporate (HR/Legal/Mktg),"Nashville, TN",US,CC-HRXX-9770,human.mgr01@example.com,Corporate Functions,Contoso Ltd
octavianeverhart@example.com,"Everhart, Octavian C",Member Services,CSR,Member & Customer Support,"Minnetonka, MN",US,CC-MBRS-1678,member.mgr02@example.com,Health Services,Contoso Ltd
ottolinedunmore@example.com,"Dunmore, Ottoline A",IT Service Desk,Tier 2 Tech,Engineering & IT,Bengaluru,IN,CC-ITSD-8744,it.mgr03@example.com,Technology,Contoso Ltd
evangelinecrenshaw@example.com,"Crenshaw, Evangeline A",IT Service Desk,Desktop Admin,Engineering & IT,"Minnetonka, MN",US,CC-ITSD-5368,it.mgr01@example.com,Technology,Contoso Ltd
millicentjankowski@example.com,"Jankowski, Millicent J",Network Management,Contract Negotiator,Sales & Accounts,"Nashville, TN",US,CC-NTWK-9430,network.mgr02@example.com,Health Services,Contoso Ltd
luciussinclair@example.com,"Sinclair, Lucius G",Member Services,Quality Analyst,Member & Customer Support,"Nashville, TN",US,CC-MBRS-1678,member.mgr02@example.com,Health Services,Contoso Ltd
antheakettering@example.com,"Kettering, Anthea W",Engineering,Software Engineer,Engineering & IT,Dublin,IE,CC-ENGR-9674,engineering.mgr01@example.com,Technology,Contoso Ltd
delphineollivander@example.com,"Ollivander, Delphine M",Engineering,Platform Engineer,Engineering & IT,Dublin,IE,CC-ENGR-9674,engineering.mgr03@example.com,Technology,Contoso Ltd
reginaldprendergast@example.com,"Prendergast, Reginald F",Pharmacy Benefits,Formulary Specialist,Clinical & Care,"Hartford, CT",US,CC-RXBM-7797,pharmacy.mgr03@example.com,Health Services,Contoso Ltd
calanthepennington@example.com,"Pennington, Calanthe A",Engineering,Platform Engineer,Engineering & IT,"Nashville, TN",US,CC-ENGR-9639,engineering.mgr03@example.com,Technology,Contoso Ltd
fennimoreinglethorpe@example.com,"Inglethorpe, Fennimore J",Sales (Employer Group),Renewal Manager,Sales & Accounts,"Atlanta, GA",US,CC-SLES-1836,sales.mgr03@example.com,Corporate Functions,Contoso Ltd
beatrixbletchley@example.com,"Bletchley, Beatrix W",Product Management,PM,Product & Program,"Hartford, CT",US,CC-PROD-5415,product.mgr02@example.com,Technology,Contoso Ltd
marlowebletchley@example.com,"Bletchley, Marlowe L",Pharmacy Benefits,Pharmacy Tech,Clinical & Care,"Atlanta, GA",US,CC-RXBM-7797,pharmacy.mgr03@example.com,Health Services,Contoso Ltd
thaddeuswetherby@example.com,"Wetherby, Thaddeus F",Actuarial & Underwriting,Underwriter,Finance & Actuarial,"Minnetonka, MN",US,CC-ACTR-9631,actuarial.mgr02@example.com,Insurance Operations,Contoso Ltd
arabellaainsworth@example.com,"Ainsworth, Arabella D",Member Services,Escalations Lead,Member & Customer Support,"Phoenix, AZ",US,CC-MBRS-1678,member.mgr02@example.com,Health Services,Contoso Ltd
percykettering@example.com,"Kettering, Percy A",Marketing,Brand Lead,Corporate (HR/Legal/Mktg),"Atlanta, GA",US,CC-MKTG-7836,marketing.mgr03@example.com,Corporate Functions,Contoso Ltd
luciuswollstonecraft@example.com,"Wollstonecraft, Lucius T",IT Service Desk,Desktop Admin,Engineering & IT,Bengaluru,IN,CC-ITSD-8744,it.mgr02@example.com,Technology,Contoso Ltd
barnabyillingworth@example.com,"Illingworth, Barnaby J",Actuarial & Underwriting,Actuary,Finance & Actuarial,"Phoenix, AZ",US,CC-ACTR-9631,actuarial.mgr03@example.com,Insurance Operations,Contoso Ltd
emmerichravenscroft@example.com,"Ravenscroft, Emmerich S",Member Services,CSR,Member & Customer Support,"Nashville, TN",US,CC-MBRS-1678,member.mgr01@example.com,Health Services,Contoso Ltd
everardcholmondeley@example.com,"Cholmondeley, Everard L",Human Resources,Recruiter,Corporate (HR/Legal/Mktg),"Minnetonka, MN",US,CC-HRXX-9770,human.mgr02@example.com,Corporate Functions,Contoso Ltd
fennimorecarmichael2@example.com,"Carmichael, Fennimore W",Government Programs,Policy Analyst,Claims & Operations,"Hartford, CT",US,CC-GOVT-6906,government.mgr02@example.com,Insurance Operations,Contoso Ltd
elowenainsworth@example.com,"Ainsworth, Elowen P",Member Services,Quality Analyst,Member & Customer Support,Manila,PH,CC-MBRS-8205,member.mgr03@example.com,Health Services,Contoso Ltd
antheanorthcote@example.com,"Northcote, Anthea G",Clinical Operations,RN Care Manager,Clinical & Care,"Nashville, TN",US,CC-CLIN-6351,clinical.mgr02@example.com,Health Services,Contoso Ltd
bexleyinglethorpe@example.com,"Inglethorpe, Bexley K",Data & Analytics,BI Engineer,Data & Analytics,Bengaluru,IN,CC-DATA-2363,data.mgr03@example.com,Technology,Contoso Ltd
lysanderduckworth@example.com,"Duckworth, Lysander L",Marketing,Brand Lead,Corporate (HR/Legal/Mktg),"Nashville, TN",US,CC-MKTG-7836,marketing.mgr01@example.com,Corporate Functions,Contoso Ltd
